Income,CreditScore,LoanAmount,Approved
72777,702,39624,0
64546,611,5867,1
121460,624,52199,0
93621,790,25717,1
101823,697,35034,0
51467,662,21295,0
46030,598,9402,0
70529,757,25183,0
60615,504,28574,0
56167,763,14676,1
42948,652,5959,1
75410,653,33724,0
80478,692,13038,0
65918,688,14521,1
61562,515,14955,0
54349,633,18144,0
41474,545,17183,0
87458,584,34618,0
40266,694,12535,1
39117,581,19433,0
114434,607,29569,0
67273,776,25923,0
166588,715,54082,1
35396,560,3946,1
48556,621,19470,0
30676,661,6146,0
61268,664,24628,0
66089,543,12262,0
74954,651,33485,0
36457,615,3298,0
79557,520,12115,0
63491,619,31134,0
60173,536,29529,0
78495,760,13924,1
213683,625,79268,0
41780,681,23313,0
52254,591,26732,0
47583,748,29201,0
70491,692,28316,0
58215,690,11879,0
80053,748,15871,1
60897,701,36717,0
141179,620,77885,1
74536,565,40381,0
50495,689,20138,0
49916,733,6791,1
106008,735,51818,0
42622,718,14041,0
46202,571,13621,0
61095,541,4921,0
24974,487,9182,0
59085,666,11733,0
49872,777,7121,1
37322,646,11394,0
81140,666,13483,0
79542,517,26445,0
69691,598,21940,1
57757,537,29413,0
64504,713,6608,0
41318,688,14506,0
97177,514,45006,0
23835,550,8219,0
57490,692,34688,0
53802,697,10135,1
72716,589,34744,0
34139,685,11401,0
56053,574,4968,0
45590,768,19439,0
58183,694,6601,0
60510,632,31862,0
55428,637,23066,0
58411,601,29852,0
61398,656,33393,0
109428,743,59467,0
78674,587,16676,1
125248,562,49824,0
48433,631,23500,0
87086,794,28334,1
72584,632,38326,0
41018,576,12567,0
60156,472,6925,0
23415,672,4567,0
92026,564,10271,1
74587,635,9153,0
38882,730,12206,0
81257,562,34737,0
81203,482,12625,0
65135,672,21114,0
72908,541,36444,0
61454,654,19049,0
67237,610,20728,0
85273,660,40164,0
61194,620,19653,0
54639,850,35811,0
142145,681,44873,0
125504,590,11974,0
104101,675,54223,0
52874,673,9908,0
51036,797,31646,0
115180,639,51615,0
85888,662,20168,0
111388,550,49298,0
63146,625,16642,0
85682,568,15058,1
47401,523,8026,0
62079,757,28515,0
42852,660,21790,0
52674,756,21164,0
35384,770,18235,0
103309,615,41007,0
43005,733,5910,0
50895,555,9267,0
72284,581,37395,0
70198,598,22307,0
50185,575,18319,0
101521,601,10494,0
64138,446,6569,0
59444,739,12864,1
98717,709,30405,1
179276,644,26004,0
30193,600,4026,0
49595,652,20067,0
81445,655,37298,1
48669,565,15386,0
146644,793,43218,1
67704,666,19577,0
124371,615,15495,0
89468,646,41046,1
58089,618,33135,0
118570,751,18775,1
69476,687,13305,0
22754,683,6013,0
45115,746,21933,0
81358,643,19225,0
35690,539,8286,0
38562,613,17160,0
22282,733,7316,0
106360,583,12913,0
48907,653,16879,0
37674,652,17864,0
95513,619,11473,0
143684,586,71136,0
78263,643,7974,0
86975,750,53760,0
129667,593,60700,0
111570,585,19575,1
62047,671,36024,0
53464,662,12924,0
85386,470,9531,0
46424,627,25266,1
77417,654,44546,0
43406,646,6099,0
47338,659,21483,0
53336,646,28284,0
57022,631,12483,0
101362,673,44684,0
71055,783,30239,0
46158,705,10236,0
61238,698,36191,0
58220,607,26526,0
60357,749,18788,0
54810,747,25510,0
79969,637,25004,0
53271,614,30416,0
95535,547,52214,0
65276,618,13271,0
93718,525,18989,0
145195,646,13425,0
49814,750,11721,0
31348,581,8602,0
61759,737,11632,1
97884,665,12437,0
52430,711,27597,0
56084,585,19629,0
144990,689,31191,1
37807,718,5918,1
44347,750,17450,1
83785,600,25790,0
55369,578,8440,0
50665,554,22252,0
49200,795,8281,1
45822,612,8019,0
61718,601,34283,0
90439,549,38973,0
80714,644,23102,0
61829,554,33406,0
82066,612,38421,0
60532,579,13452,0
57389,637,21101,0
120520,603,63852,0
50895,579,19792,0
80112,540,42529,0
69678,552,12588,0
88615,518,11609,0
119740,526,58722,0
57057,733,19859,1
118787,660,40021,0
32674,614,17471,0
52279,717,9646,1
83275,614,39742,0
52041,558,12815,1
79722,673,35199,0
114367,609,12977,0
71494,605,16737,0
72146,505,15187,0
62679,770,23501,1
70230,628,16287,0
49090,544,26501,0
58204,741,12760,0
34449,580,16205,0
49173,673,9646,0
142713,620,36899,0
79911,732,40302,1
151811,666,77471,0
64162,682,21129,0
70131,635,12393,0
53250,667,14542,0
60898,668,16305,0
112394,758,55418,1
48157,584,7126,1
36871,713,12107,0
146029,607,64170,0
55110,598,9168,1
42057,666,24835,0
43758,771,5010,0
51536,651,21923,0
49315,648,7371,0
70720,762,10407,0
201190,641,74656,0
85244,633,47559,0
51027,670,29506,0
40843,618,15362,0
69074,581,8378,0
88964,640,15532,1
22962,729,4104,1
60781,673,34776,0
135489,641,31478,0
59632,564,26933,0
85896,705,17156,1
37330,589,15551,0
134923,522,20000,0
54620,796,28902,0
58557,673,25481,0
86216,706,25431,0
53420,595,21597,0
159696,662,20079,1
185713,608,22193,1
75462,753,37467,0
56189,631,27069,0
63205,638,24937,0
37250,675,7774,0
24425,511,6409,0
58090,660,30715,0
146387,493,32826,0
84289,683,42655,0
41168,666,18473,0
28925,769,4699,0
42540,606,14966,1
52694,479,6132,0
76695,673,32928,0
123388,686,38320,0
69031,608,28273,1
40119,567,10037,0
43519,717,15802,0
66965,749,20993,1
44565,664,10220,0
80075,655,39356,0
77773,703,25985,0
50371,697,23337,0
43635,710,9802,0
38672,557,17152,0
65632,572,15135,0
125027,780,39833,1
65144,751,23546,0
77479,664,14891,0
48531,656,10777,0
88796,613,24517,0
25035,695,11356,0
52231,665,7082,0
85321,669,15492,0
60641,745,16422,0
82024,707,7457,1
87876,595,11849,1
47711,613,4114,0
51692,710,15555,0
118746,561,65010,0
23630,737,8865,0
52840,730,6263,1
38645,604,22120,0
126963,573,55446,0
101714,558,11900,0
38161,565,13803,0
80630,495,27402,0
135562,799,75710,1
106195,687,62599,0
38417,757,12360,1
58526,634,10268,1
45937,592,25434,0
97769,450,11420,0
112740,676,62738,0
42782,739,17284,0
40953,715,3966,0
44067,714,20900,0
110047,660,33304,1
78473,668,45315,0
106200,764,62880,1
52605,711,11836,0
37530,686,13067,0
55802,680,32476,0
41339,561,14009,0
204446,646,88227,1
65887,779,22568,0
20000,775,9034,0
56342,634,21813,0
53056,620,10173,0
51118,667,15216,0
54055,636,24934,0
98348,654,12348,0
168307,611,20584,1
108161,689,46491,0
82808,582,12461,1
37256,605,14316,0
81069,592,43249,0
40883,707,15522,0
64421,769,27044,1
56521,550,7798,0
59186,739,22359,0
75438,726,40370,0
48084,694,18709,1
108040,554,28897,0
81670,618,27360,0
31851,708,9929,0
45438,615,17673,0
130479,544,39230,0
102859,690,43394,0
32733,704,6240,0
65144,614,31431,0
35248,659,13707,0
56844,584,22788,0
67551,591,31957,0
118705,584,45894,0
79982,641,37661,0
47435,615,7707,1
32668,635,18756,0
40068,749,15409,0
64722,781,6780,0
29284,536,15996,0
47754,661,15318,0
34451,801,14015,0
42865,616,3614,1
82933,717,34418,0
61528,500,32118,0
84481,641,37382,1
43426,591,19592,0
75681,657,23427,0
102781,617,39990,1
53914,710,10078,0
64475,711,31669,0
103092,698,19554,0
81630,706,20316,0
60558,695,14456,1
61024,625,25220,0
104860,657,28474,0
63588,630,33400,0
28874,548,12020,0
216277,507,108399,0
79390,754,29813,1
59290,634,17885,0
46661,578,26160,0
134787,637,71313,0
82864,721,26991,0
47542,538,10737,0
143233,621,76660,0
43600,587,16125,0
57650,694,20055,0
71891,655,8744,0
73920,673,30710,0
75405,651,24706,0
57311,597,22652,0
109404,733,22594,0
43762,788,26693,0
164840,638,71169,0
52239,634,18980,0
126314,597,12178,1
79208,598,25602,0
62219,786,9325,1
180655,452,68225,0
88941,693,22920,0
108665,735,42839,1
76662,615,8420,0
105466,682,54336,0
46341,711,5473,1
92557,748,18851,0
85335,602,11440,0
58568,621,9706,0
45929,626,24214,0
33579,599,8548,0
70031,706,40320,0
77984,644,18304,0
64057,586,28933,0
42360,539,19814,0
59402,610,19832,0
57832,703,20056,0
47502,611,24139,0
34109,637,18662,0
38088,552,14675,0
50020,802,16357,1
81208,653,8884,0
83102,835,26036,1
65235,658,15398,0
88020,717,15364,0
43705,568,5872,0
112810,713,52606,1
91128,773,32675,1
116876,638,46821,0
25141,796,15400,0
101492,663,24924,0
65033,850,27168,0
79866,651,20857,0
73066,570,10656,0
77300,656,33762,1
93311,656,44208,1
42776,656,4235,0
37382,729,15890,1
213759,676,111308,1
62956,644,11960,0
117417,646,11026,1
54599,605,18323,0
113218,647,36207,0
56484,670,15661,1
54174,645,27404,0
73669,651,38199,0
112308,642,30165,1
90594,701,48585,0
96096,662,48794,0
39875,580,4467,0
72276,716,31297,0
49983,727,27969,0
61751,604,18017,1
46770,643,23118,0
101705,539,36106,0
85416,583,17829,0
45328,598,8300,0
164388,591,35094,0
42185,534,13234,1
68456,669,33286,0
77309,640,24932,0
75885,596,13786,0
58179,721,20034,0
29522,700,10047,0
132386,642,74250,0
32131,602,4909,0
47549,585,23780,0
62970,550,28327,0
132226,516,12556,0
80067,670,13654,1
36660,722,16308,0
92230,700,16316,0
80506,679,28520,1
65175,817,7840,1
55878,760,23603,0
124108,619,15451,1
58704,631,8987,1
139466,661,42672,0
89190,660,33711,1
45717,692,6393,1
40333,539,21925,0
46865,620,22977,0
92362,811,21773,1
139468,587,61293,0
52461,747,6301,1
89461,778,14353,1
101119,560,53643,0
22513,608,5216,0
82208,640,19061,0
40383,676,14096,0
80339,541,39970,0
97616,753,60131,0
68545,658,13682,0
50082,751,21022,0
51839,648,12728,0
145475,695,76962,0
53618,640,10744,0
62426,690,19808,0
73069,661,31333,0
49813,629,26966,0
86428,567,16420,0
50114,655,28835,0
96983,659,13288,1
70180,579,24882,0
67809,682,9403,0
72812,671,10790,0
80410,721,24587,1
87414,731,38159,0
33759,671,14603,0
94438,708,39188,1
77217,635,14129,0
134845,708,17670,0
84457,612,19296,0
92528,687,39816,0
46219,507,19342,0
46250,648,25176,0
63883,725,25916,1
72344,622,35349,0
42335,659,11890,0
94762,669,47655,0
71814,618,20456,0
66873,634,14903,0
93540,621,47996,0
57089,674,18729,1
55974,568,12953,0
122523,630,49633,0
107477,564,47068,0
93887,548,10884,0
30896,689,9200,0
63543,671,32293,1
75854,799,46838,0
37221,680,7691,1
87931,753,15537,0
70892,604,35430,0
32653,633,8903,0
61374,592,16158,0
57955,821,34102,1
117918,649,68827,0
41859,649,12224,0
54962,611,22041,0
49789,652,23281,0
123749,472,29589,0
50069,579,9663,1
76251,635,35090,0
53172,722,8192,1
22063,683,8352,0
130249,625,22887,1
45144,595,9497,0
21563,735,11511,1
88604,684,31788,0
59836,595,27309,0
80241,589,25475,0
86831,770,22203,1
39777,696,11821,0
66515,590,22404,0
49685,491,24880,0
27561,722,10339,0
56251,707,32105,0
58244,748,12201,0
45004,621,14552,0
86623,688,17264,0
114212,706,46565,0
32035,569,9573,0
85167,618,16491,0
39908,539,5236,0
35438,723,21253,0
75855,558,6668,0
79447,654,36144,0
68055,835,23847,0
127453,697,52136,1
21810,570,6770,0
34054,599,4592,0
69301,624,16504,0
53317,688,22595,0
75855,610,29867,0
47841,647,5816,1
33510,620,10355,1
23700,698,4172,0
67528,614,14621,0
35032,684,11413,0
51001,768,26060,0
116979,716,56011,0
69718,781,28801,1
72939,799,24667,1
118036,679,30084,0
112275,618,27009,1
45105,639,5735,0
33212,489,12218,0
74406,692,13444,1
62321,839,23531,1
25827,652,2436,1
20689,655,3144,1
93845,541,43673,0
66098,705,23418,0
71321,682,22081,1
71761,595,19657,0
89062,573,47889,0
44794,723,5662,0
45841,573,10981,0
94627,850,35883,1
50406,533,6817,0
114014,674,30013,1
58536,684,20815,0
82950,790,43176,1
62505,706,29430,0
160336,636,36865,1
43399,621,19349,0
50590,611,12373,0
108066,691,64755,0
25879,620,6448,0
53224,729,26530,0
188031,446,70085,0
31723,615,6311,0
72969,639,28571,0
83983,816,48692,1
69033,658,35248,0
48669,666,13089,0
86745,675,9288,0
25416,549,2324,0
121647,684,59802,1
102554,822,41419,1
51486,692,5473,1
27828,620,10144,0
87537,589,30790,0
67160,665,19260,0
118294,693,16555,1
26933,503,12783,0
51372,647,29655,0
82726,634,22582,0
48012,640,6791,0
65392,724,31532,0
37183,600,15658,0
101519,632,21082,0
20000,733,3214,0
91979,684,46697,0
153575,704,57009,1
92059,644,37991,0
44557,634,12676,1
105371,517,26521,0
43576,627,15529,0
105603,671,52366,0
108436,745,17214,1
56355,594,28474,0
85435,745,45161,0
49922,609,17216,0
85146,700,51718,0
38157,690,7414,0
34546,688,17855,0
60026,666,21931,1
100270,736,59570,0
97837,672,25987,0
74024,663,43795,0
44224,629,8198,1
86870,760,51488,0
71352,588,28998,0
53706,660,15450,0
26076,483,13207,0
51463,717,7393,0
24068,597,12123,0
46053,691,9675,1
50515,587,4871,0
50566,633,13617,1
55235,623,27111,0
173041,632,35445,0
85039,573,19564,0
33006,481,6924,0
243456,567,127263,1
174402,676,85862,0
65079,654,34727,0
79217,776,21580,0
61383,539,18023,0
55434,755,32853,0
21577,559,5585,0
80204,700,38866,0
53329,643,22564,1
84594,624,31034,0
65947,538,6838,1
64046,586,12020,0
44798,603,6923,1
30189,555,14033,0
80363,704,7232,0
125401,706,34770,1
122194,516,52152,0
32062,703,4280,1
66198,487,34889,0
51254,639,6435,0
48595,723,16132,1
50229,544,7306,0
116282,607,55516,0
44260,671,18740,1
37051,535,4882,0
45222,710,6277,1
67204,666,31067,0
52456,679,13558,1
54407,583,12426,0
59925,648,26528,0
111065,578,18607,0
73933,587,40498,0
55638,657,6312,0
52584,577,20034,0
78411,591,24779,0
51669,654,13309,0
37386,673,5838,0
50071,511,12436,0
139674,693,82990,0
83856,616,19951,1
78568,511,33423,0
197266,567,21293,1
38663,700,5692,0
27427,762,4504,0
34732,634,9190,0
65107,729,23333,0
103661,557,57195,0
65097,669,21966,0
44786,616,23099,0
145939,655,34236,1
46754,775,20480,0
57949,601,29233,0
124631,661,41957,0
55136,688,16938,0
107911,493,51730,0
53016,456,21882,0
60350,800,13028,1
93612,426,22254,0
90914,561,30833,0
25908,428,7350,0
48409,578,5609,0
71042,687,20021,1
136220,596,38175,1
52222,741,28332,0
32353,601,16623,0
119674,646,45522,0
31557,567,7292,0
25197,798,2795,1
149160,660,74701,1
51415,700,19820,0
87813,726,48703,0
83339,689,13384,0
71402,685,24471,0
81338,570,19956,1
63514,823,30156,1
99786,672,45706,0
59241,744,36076,0
74777,582,23576,0
21334,603,11209,0
65448,755,32963,0
60504,650,25817,0
143854,566,53427,1
45293,799,28602,0
46115,651,21987,0
54117,505,27911,1
69694,645,32404,0
88308,705,33758,0
69602,609,30910,0
76248,617,13705,1
38046,554,6098,0
126747,763,43684,1
72774,668,16953,0
82936,647,13087,0
60056,656,32855,0
45966,722,10364,1
59570,640,12203,0
44226,616,9978,0
80490,607,13744,0
46302,850,8420,1
65224,653,7922,1
43632,702,21047,0
86761,574,17105,0
55165,655,26547,0
108258,802,22211,1
93756,690,18411,0
53923,564,18048,0
38374,538,20536,0
83438,608,8506,0
121680,613,42820,0
86065,609,12033,0
52019,806,9935,0
142524,576,15646,1
25070,561,4254,1
36594,708,11968,0
108520,581,46294,0
63111,692,7756,0
50265,643,28262,0
69545,729,19519,0
38991,682,11180,1
51093,698,30577,0
64844,722,32390,1
68175,709,20053,1
69252,655,22509,0
59162,721,22410,0
41397,629,3740,1
111440,587,47718,0
180299,753,73213,1
55200,668,24478,0
80027,716,36071,0
41094,435,3596,0
62912,634,13932,0
108631,565,60413,0
75561,632,33612,0
78853,565,12070,1
42675,569,18975,0
62980,728,34662,0
52505,561,25741,0
27875,687,7864,0
71505,756,7959,1
94664,805,41067,1
50644,804,10847,1
163806,574,81770,0
53364,669,7241,0
69878,693,16253,1
98502,552,50525,0
71639,601,7786,0
46277,631,4233,0
82436,639,22279,1
73605,743,18071,0
65141,763,21853,1
36119,665,12871,1
47399,598,24536,0
84679,708,29833,0
25521,602,4467,0
57864,608,29431,0
49713,701,6873,0
74752,573,15597,0
122343,636,67940,0
130811,615,43257,0
45773,617,15832,1
59288,780,28880,0
76744,673,31234,0
30309,751,15391,0
47037,770,14918,0
106060,850,31721,0
112458,724,60537,0
84717,493,14834,0
156931,665,38204,1
51167,662,9377,0
143930,632,79107,0
40066,667,22026,0
53354,564,20997,0
69841,574,10218,0
34051,548,11652,0
67105,633,14070,0
53828,850,11120,0
66029,691,16713,0
109092,709,52978,1
78093,632,34502,0
71117,644,37540,0
68405,724,8041,1
54058,519,17941,0
92492,557,9673,0
185275,626,89359,0
78881,632,27142,0
39993,740,17094,0
42602,620,16178,0
45806,665,4794,0
58044,741,17307,0
30916,513,6930,0
116618,579,54793,0
48941,702,13288,0
46656,625,7022,0
86450,777,16462,1
136914,610,46952,0
20000,751,7683,1
46845,752,23096,1
74254,610,13519,0
43089,722,24168,0
65649,484,13945,0
55019,665,27330,0
81020,753,37673,0
94465,596,38564,0
74897,728,31797,0
104475,619,24698,0
92277,737,31649,0
50957,611,16447,0
100672,706,35504,1
53681,713,21550,0
45921,713,26884,0
66237,629,7812,0
123394,703,14000,0
77265,704,19926,0
55898,616,27983,1
96770,716,42760,0
52209,695,9675,0
107057,645,23536,0
65349,618,5688,1
49558,615,12601,0
55849,597,28019,0
35908,507,9177,0
92063,611,25585,0
112863,596,38043,0
53358,638,18689,0
73305,634,40206,0
86053,639,18144,1
77772,641,30438,1
33584,612,6637,1
32656,565,4830,0
47762,733,16839,0
73962,646,40439,0
51057,701,10106,0
22313,610,8346,1
168212,590,84361,0
100825,667,13697,0
47817,507,13339,0
37551,666,13988,0
45520,656,4175,1
34960,760,8659,0
115347,747,53594,0
52233,850,9622,1
25378,616,7500,1
69786,672,18899,0
96260,704,40896,0
71066,730,12228,1
58743,595,14105,0
77420,598,12582,0
135280,689,54999,1
58399,581,14607,0
27923,683,3567,1
42424,657,14735,0
23833,534,10690,0
36269,679,8533,0
35584,780,8865,1
80431,569,14299,0
54864,691,12936,1
51948,624,14183,0
114675,594,50591,0
93407,733,24267,0
49338,630,7622,0
71540,685,39816,0
59344,739,9553,0
80571,646,26140,0
38343,700,20004,0
69027,520,30063,0
95299,607,43628,0
38047,714,17451,0
35474,800,11389,0
29256,692,5420,1
101313,563,12260,0
27983,701,7395,0
60871,687,10408,1
54096,749,5335,1
76126,642,29690,1
85011,850,35467,1
41073,562,5465,0
176201,607,98712,0
61807,605,10420,0
40379,484,12663,0
61563,656,11616,0
31453,691,9399,0
40963,556,13714,0
92407,717,52510,1
81175,681,43074,0
43904,678,17639,0
39336,607,17766,0
52149,671,9986,1
75167,659,19079,0
73235,777,28517,0
97465,642,20837,1
31827,655,4372,0
59434,605,23709,0
39171,734,18629,0
50599,564,5563,0
100021,611,21822,1
74084,574,13889,0
43393,671,6775,0
105691,590,46766,0
47795,648,11058,0
67051,638,15218,0
27691,755,14723,0
52109,600,23497,0
45250,684,19032,1
91377,654,51073,0
103550,582,16614,0
123181,597,11160,0
55825,543,10701,0
97080,671,38097,1
57443,599,18222,0
57023,583,10174,1
26818,625,2598,1
99831,700,28660,0
57809,649,10517,0
37926,811,8317,1
75106,637,31045,0
27133,689,2629,0
89166,614,18345,0
56521,740,30891,0
61370,587,32084,0
55076,696,26389,0
43020,664,18156,0
120617,713,58825,0
97480,482,27713,0
30549,762,10946,0
61426,688,30301,0
56390,759,14480,0
65154,799,6605,1
30506,598,16827,0
69955,725,10889,0
73595,566,38739,0
80903,778,18947,1
49564,520,13570,0
110624,549,29367,0
111231,695,39385,0
78260,720,30047,0
41007,727,6288,0
54032,613,24112,0
160750,641,57634,0
42111,539,13599,0
38246,733,14902,0
101961,629,56140,0
72921,670,33553,0
59238,725,30168,1
69389,603,33471,0
28886,768,15402,0
79103,616,8577,0
45167,514,11155,0
23363,626,3107,0
70728,730,11855,1
45218,625,16253,0
75822,628,10948,1
111261,677,38034,0
99724,687,16830,0
20000,576,10725,0
68750,738,35743,0
95690,744,24184,0
93819,602,49108,0
29810,663,7264,0
134917,688,20420,1
61858,554,29799,0
98624,695,12987,0
99150,692,38995,1
34655,850,18045,1
52118,643,27307,0
120144,508,62958,0
125600,583,49867,0
38913,676,11528,1
110621,761,41401,1
80096,710,15307,1
102394,716,47323,0
32900,692,17396,0
34362,629,5113,0
86820,571,16876,0
47115,759,11337,1
91621,512,14455,0
134889,668,76303,0
157923,700,57049,0
54634,570,9486,0
48565,694,17074,0
140593,455,63896,0
55204,726,16078,1
61203,693,23835,0
129177,637,60858,0
141529,733,76665,1
102478,490,42900,0
26347,651,12402,0
39266,699,17816,0
89151,631,35521,0
93682,656,22078,0
60391,710,14722,0
69162,525,6002,1
36571,582,12318,0
48521,708,19957,1
27463,653,5336,0
56474,577,29965,0
95872,661,21302,0
106676,764,65695,0
66288,580,15368,0
39483,618,18571,0
49145,676,15351,0
35526,713,17666,0
26020,767,10566,0
148662,732,68463,0
26784,625,3096,1
97378,726,21191,1
32940,499,8062,0
46461,762,27301,0
91369,606,9404,0
53747,713,28165,0
115901,530,58458,0
79684,586,19533,0
86809,703,49992,1
68348,613,31622,0
54424,552,20711,0
26958,613,7860,0
33149,708,16740,0
53434,623,15941,0
88207,647,50009,0
88583,693,35410,0
64679,637,9740,0
80151,566,14876,0
54410,602,17595,0
56628,735,24788,0
38085,504,8823,1
103898,538,48271,0
80950,658,12845,0
98586,643,38354,1
77237,699,11286,0
92904,637,16635,1
240460,775,32522,1
55688,803,19160,0
45863,618,20100,0
133033,599,28767,0
210841,601,73735,1
73041,693,12616,1
30283,701,18006,0
54048,683,27597,1
164813,704,78561,0
70629,720,41953,0
73676,609,8425,0
92340,774,35788,0
35243,638,8507,0
77809,599,35106,0
82879,713,17228,1
33229,610,7418,0
72046,752,29721,0
36763,640,17541,0
141904,603,17123,0
75744,757,41176,0
47769,631,5676,1
69366,651,35350,0
110640,598,46673,0
71874,582,32283,0
113482,638,10993,0
87000,721,46307,0
75133,685,41674,0
119339,527,59980,0
40511,705,14994,1
98194,630,30805,1
43393,587,11849,0
30966,683,7154,0
22579,804,4940,1
57813,806,17776,1
49110,569,6764,0
65319,593,21589,0
32311,572,8222,0
118099,612,53547,0
57866,707,7781,0
48788,596,16866,0
92710,626,51740,0
56185,448,9425,0
70094,623,19596,0
74400,570,23419,0
78645,619,9636,0
78847,836,15417,1
71187,648,8065,0
75363,611,32841,0
41845,579,16872,0
32098,616,3804,1
88906,674,31892,0
55475,654,12989,1
170160,690,25959,1
80351,769,39125,0
49875,686,28019,0
82938,777,23389,1
60708,661,35920,0
42959,688,5494,1
57942,714,25116,0
52770,523,27143,0
33906,689,5418,0
62921,657,7021,1
104737,680,11916,0
110868,693,48992,1
78125,594,27822,0
71923,767,9171,0
77653,646,29308,0
44460,593,3902,0
98389,720,34485,1
128087,626,32156,1
27468,705,9102,0
49874,703,13432,0
71194,576,7945,0
114633,601,12619,0
114609,660,33463,0
65219,563,10842,0
90173,612,50174,0
36124,642,19923,0
45174,690,9697,0
31438,634,3270,0
65427,612,17847,0
27867,626,4645,0
107879,541,32881,1
58712,615,19702,0
39741,798,9302,1
24652,742,4070,0
72040,444,16713,0
60428,692,28640,0
67103,615,19647,0
108131,578,16116,1
91702,589,50036,0
65183,685,28834,1
68045,748,10811,0
32411,514,13125,0
164310,688,30214,0
33517,582,18159,0
74828,752,10935,0
43701,785,23894,1
75844,646,12495,0
38904,601,21253,0
67300,673,13205,1
45203,612,14401,0
102849,570,31798,1
33620,591,5798,0
37101,604,11082,0
69816,579,30602,0
83157,681,28344,0
74800,649,34078,0
70552,645,28401,0
46128,675,4646,1
128536,713,11804,1
47264,702,22600,1
76075,669,20541,0
28872,727,3670,1
35879,665,12899,0
62402,540,27620,0
57467,602,25515,0
79482,573,7991,0
56604,669,13726,0
54655,757,24690,1
72752,693,35238,0
60257,579,16493,0
99795,633,28985,0
45733,640,4017,0
61593,650,21141,0
22406,667,5652,0
85566,694,17407,0
73864,770,17504,1
56615,647,18920,0
68473,662,30197,1
36664,622,4663,0
67451,613,25897,0
133201,603,48840,0
77786,697,45525,0
54226,624,18733,0
65270,662,8906,0
29934,567,4391,0
51779,546,4574,0
72620,626,24426,0
101585,788,19237,1
130033,763,16505,0
20000,629,2165,0
57874,652,28049,0
64169,623,6630,1
50877,636,16553,0
83873,650,8130,1
48845,570,4244,0
33713,762,18670,0
100600,732,46612,0
50454,668,10481,0
78129,745,46937,0
76957,571,21246,0
51652,607,15282,0
53503,588,11692,0
42161,610,20702,0
118215,614,55063,1
70392,708,32239,0
49508,705,11858,1
70915,634,16308,0
102399,762,59094,0
52953,562,11609,0
129944,718,45813,0
62391,814,6109,1
64452,709,21028,0
28751,676,3482,1
66471,766,37492,1
77342,698,11536,0
71265,683,36310,0
120866,652,20248,1
141180,722,47225,1
44328,582,17487,0
108598,758,53126,0
56882,706,7967,0
97793,705,56730,0
59665,806,7057,0
68055,611,29079,0
55069,556,19316,0
113603,622,30822,0
72009,642,32515,0
69087,633,21490,1
49551,569,12493,0
86560,584,47121,0
120905,604,38696,0
118960,811,32085,1
60073,666,25251,0
57695,659,18653,0
25514,705,4595,0
65030,573,25500,0
102902,676,30179,0
82082,850,51343,1
34222,609,14320,0
103890,813,66256,0
149044,511,68055,0
188026,549,20085,0
69577,725,31700,0
87733,692,11484,0
47850,752,20337,0
61386,547,33179,0
93701,680,13560,1
87416,586,32053,0
45022,638,21586,0
102844,677,18371,1
71740,459,26778,0
96972,691,51245,0
78514,591,11039,1
49667,546,7728,0
63724,564,20914,0
32724,638,3361,0
33127,635,13312,0
62069,701,32422,0
54900,618,31398,0
48221,459,10173,0
53331,763,10432,0
57715,595,16040,1
61301,684,11950,1
39344,583,18615,0
113960,700,47064,0
63081,672,7563,0
42791,604,17949,0
57547,709,34044,0
32827,656,3480,0
150980,603,66749,0
85265,616,45819,0
104622,482,51024,0
46117,730,4776,0
77672,680,22057,1
78879,636,12684,1
115036,545,16550,0
42587,850,6964,0
132695,596,59156,0
42152,449,17377,0
75124,599,27207,0
50988,709,19777,1
71939,548,37001,0
55784,668,25636,0
38855,623,17823,0
118644,686,70371,0
102092,600,43067,0
74775,397,32133,0
69230,693,10695,1
79029,732,11155,1
37209,669,15420,0
91699,727,50683,1
80493,676,13555,1
49093,681,22567,0
81466,649,48004,0
69105,713,28237,0
59552,589,12828,1
48603,673,20814,1
77877,623,16108,1
52569,688,19183,0
79290,719,45328,0
87413,628,28405,0
52631,613,12781,0
112798,640,29199,0
38037,658,7041,0
61842,665,24626,0
67210,676,11772,0
48201,677,14696,1
113607,734,40436,1
65758,661,11388,1
96241,645,42265,0
84007,645,21778,1
69265,639,32917,0
122785,564,19841,1
39726,526,18818,0
84715,600,41381,0
25837,606,5339,0
61523,535,10070,0
80851,704,39647,1
40782,661,22071,0
41920,492,14026,0
87422,644,37106,0
41010,658,21405,0
59141,610,33009,0
51871,751,7767,0
97119,733,23937,0
81528,698,35654,0
46511,699,16321,0
25058,581,13346,0
71345,442,25192,0
75422,711,33890,0
132734,525,60312,0
72722,710,8151,0
70723,586,27938,0
37429,677,20572,0
46408,785,28504,0
40640,819,18395,0
86088,609,9600,1
56394,680,29352,0
110301,628,27894,1
78026,721,20312,0
44832,745,13470,0
54803,659,17244,0
92825,702,11014,1
51497,641,8500,0
93507,709,40804,0
74561,572,29906,0
35295,608,4911,0
40231,668,16640,0
45434,638,16013,0
71480,797,7980,1
72667,695,26750,0
78730,807,11107,1
89914,622,41569,0
54395,691,23195,0
58345,562,20783,0
58448,729,23924,0
35915,428,6059,0
71453,592,26582,0
33464,722,10641,0
21208,706,6987,0
173049,637,50260,0
105732,642,61728,0
76336,498,8794,0
73767,520,9984,0
44448,658,15791,1
